dutch,english,cefr_level,word_type,topic,example_dutch,example_english,notes,tags,article,plural,diminutive,regularity,separable,auxiliary,past_participle,inflected,comparative,superlative,is_sample
voorzichtig,careful,A2,adjective,Health and comfort,Wees voorzichtig met dat glas.,Be careful with that glass.,,,,,,,,,,voorzichtige,voorzichtiger,voorzichtigst,false
comfortabel,comfortable,A2,adjective,Health and comfort,Deze stoel is comfortabel.,This chair is comfortable.,,,,,,,,,,comfortabele,comfortabeler,comfortabelst,false
oncomfortabel,uncomfortable,A2,adjective,Health and comfort,Die schoenen zijn oncomfortabel.,Those shoes are uncomfortable.,,,,,,,,,,oncomfortabele,oncomfortabeler,oncomfortabelst,false
fris,fresh / cool,A2,adjective,Health and comfort,Het is fris buiten.,It is cool outside.,,,,,,,,,,frisse,frisser,frist,false
benauwd,stuffy / short of breath,A2,adjective,Health and comfort,Het is benauwd in deze kamer.,It is stuffy in this room.,,,,,,,,,,benauwde,benauwder,benauwdst,false
stevig,firm / sturdy,A2,adjective,Health and comfort,We hebben een stevige tafel nodig.,We need a sturdy table.,,,,,,,,,,stevige,steviger,stevigst,false
slap,flimsy / weak,A2,adjective,Health and comfort,Deze koffie is slap.,This coffee is weak.,,,,,,,,,,slappe,slapper,slapst,false
blind,blind,A2,adjective,Health and comfort,Deze hond helpt een blinde vrouw.,This dog helps a blind woman.,,,,,,,,,,blinde,,,false
doof,deaf,A2,adjective,Health and comfort,Mijn opa is bijna doof.,My grandpa is almost deaf.,,,,,,,,,,dove,dover,doofst,false
dik,thick,A2,adjective,Size and shape,Neem een dikke jas mee.,Take a thick coat with you.,,,,,,,,,,dikke,dikker,dikst,false
dun,thin,A2,adjective,Size and shape,Dit papier is erg dun.,This paper is very thin.,,,,,,,,,,dunne,dunner,dunst,false
diep,deep,A2,adjective,Size and shape,Het water is hier diep.,The water is deep here.,,,,,,,,,,diepe,dieper,diepst,false
ondiep,shallow,A2,adjective,Size and shape,Kinderen spelen in het ondiepe water.,Children play in the shallow water.,,,,,,,,,,ondiepe,ondieper,ondiepst,false
rond,round,A2,adjective,Size and shape,We zitten aan een ronde tafel.,We sit at a round table.,,,,,,,,,,ronde,ronder,rondst,false
vierkant,square,A2,adjective,Size and shape,Deze kamer is bijna vierkant.,This room is almost square.,,,,,,,,,,vierkante,,,false
recht,straight,A2,adjective,Size and shape,Teken een rechte lijn.,Draw a straight line.,,,,,,,,,,rechte,rechter,rechtst,false
krom,bent / crooked,A2,adjective,Size and shape,De steel van de lepel is krom.,The handle of the spoon is bent.,,,,,,,,,,kromme,krommer,kromst,false
plat,flat,A2,adjective,Size and shape,Het landschap is hier plat.,The landscape is flat here.,,,,,,,,,,platte,platter,platst,false
schuin,sloping / diagonal,A2,adjective,Size and shape,De kamer heeft een schuin dak.,The room has a sloping roof.,,,,,,,,,,schuine,schuiner,schuinst,false
strak,tight,A2,adjective,Size and shape,Deze broek zit te strak.,These trousers are too tight.,,,,,,,,,,strakke,strakker,strakst,false
los,loose,A2,adjective,Size and shape,Er zit een knoop los.,A button is loose.,,,,,,,,,,losse,losser,lost,false
ruim,spacious,A2,adjective,Size and shape,Het appartement heeft een ruime keuken.,The apartment has a spacious kitchen.,,,,,,,,,,ruime,ruimer,ruimst,false
krap,cramped / tight,A2,adjective,Size and shape,De kamer is te krap voor twee bedden.,The room is too cramped for two beds.,,,,,,,,,,krappe,krapper,krapst,false
enorm,enormous,A2,adjective,Size and shape,Er staat een enorme boom in de tuin.,There is an enormous tree in the garden.,,,,,,,,,,enorme,,,false
flexibel,flexible,A2,adjective,Size and shape,Mijn werktijden zijn flexibel.,My working hours are flexible.,,,,,,,,,,flexibele,flexibeler,flexibelst,false
ver,far,A2,adjective,Size and shape,Het station is niet ver.,The station is not far away.,,,,,,,,,,verre,verder,verst,false
nabijgelegen,nearby,A2,adjective,Size and shape,We lopen naar een nabijgelegen park.,We walk to a nearby park.,,,,,,,,,,nabijgelegen,,,false
glad,smooth / slippery,A2,adjective,Size and shape,"Pas op, de vloer is glad.","Careful, the floor is slippery.",,,,,,,,,,gladde,gladder,gladst,false
ruw,rough,A2,adjective,Size and shape,Deze stof voelt ruw aan.,This fabric feels rough.,,,,,,,,,,ruwe,ruwer,ruwst,false
zoet,sweet,A2,adjective,Food and materials,De aardbeien zijn zoet.,The strawberries are sweet.,,,,,,,,,,zoete,zoeter,zoetst,false
zuur,sour,A2,adjective,Food and materials,Deze appel smaakt zuur.,This apple tastes sour.,,,,,,,,,,zure,zuurder,zuurst,false
zoutloos,salt-free,A2,adjective,Food and materials,Ik koop zoutloos brood.,I buy salt-free bread.,,,,,,,,,,zoutloze,,,false
bitter,bitter,A2,adjective,Food and materials,Deze koffie smaakt bitter.,This coffee tastes bitter.,,,,,,,,,,bittere,bitterder,bitterst,false
pittig,spicy,A2,adjective,Food and materials,Is dit gerecht erg pittig?,Is this dish very spicy?,,,,,,,,,,pittige,pittiger,pittigst,false
vers,fresh,A2,adjective,Food and materials,De bakker verkoopt vers brood.,The baker sells fresh bread.,,,,,,,,,,verse,verser,verst,false
rauw,raw,A2,adjective,Food and materials,Ik eet graag rauwe wortels.,I like eating raw carrots.,,,,,,,,,,rauwe,,,false
rijp,ripe,A2,adjective,Food and materials,Deze peer is rijp.,This pear is ripe.,,,,,,,,,,rijpe,rijper,rijpst,false
gaar,cooked through,A2,adjective,Food and materials,Controleer of de kip gaar is.,Check whether the chicken is cooked through.,,,,,,,,,,gare,,,false
vet,fatty / greasy,A2,adjective,Food and materials,Deze saus is erg vet.,This sauce is very fatty.,,,,,,,,,,vette,vetter,vetst,false
mager,lean / low-fat,A2,adjective,Food and materials,Ik koop magere yoghurt.,I buy low-fat yoghurt.,,,,,,,,,,magere,magerder,magerst,false
vegetarisch,vegetarian,A2,adjective,Food and materials,Hebt u een vegetarisch gerecht?,Do you have a vegetarian dish?,,,,,,,,,,vegetarische,,,false
eetbaar,edible,A2,adjective,Food and materials,Deze bloemen zijn eetbaar.,These flowers are edible.,,,,,,,,,,eetbare,,,false
biologisch,organic,A2,adjective,Food and materials,Ik koop biologische groenten.,I buy organic vegetables.,,,,,,,,,,biologische,,,false
zelfgemaakt,homemade,A2,adjective,Food and materials,Dit is zelfgemaakte jam.,This is homemade jam.,,,,,,,,,,zelfgemaakte,,,false
houten,wooden,A2,adjective,Food and materials,We hebben een houten tafel.,We have a wooden table.,,,,,,,,,,houten,,,false
plastic,plastic (material),A2,adjective,Food and materials,Gebruik liever geen plastic tas.,Preferably do not use a plastic bag.,,,,,,,,,,plastic,,,false
gouden,gold / golden,A2,adjective,Food and materials,Zij draagt een gouden ring.,She wears a gold ring.,,,,,,,,,,gouden,,,false
zilveren,silver (material),A2,adjective,Food and materials,Deze zilveren ketting is van oma.,This silver necklace belonged to Grandma.,,,,,,,,,,zilveren,,,false
metalen,metal (made of),A2,adjective,Food and materials,De kast heeft metalen poten.,The cupboard has metal legs.,,,,,,,,,,metalen,,,false
beschikbaar,available,A2,adjective,Availability and practical descriptions,Is deze kamer nog beschikbaar?,Is this room still available?,,,,,,,,,,beschikbare,,,false
bezet,occupied / engaged,A2,adjective,Availability and practical descriptions,Deze stoel is bezet.,This seat is occupied.,,,,,,,,,,bezette,,,false
aanwezig,present,A2,adjective,Availability and practical descriptions,Alle leerlingen zijn aanwezig.,All pupils are present.,,,,,,,,,,aanwezige,,,false
afwezig,absent,A2,adjective,Availability and practical descriptions,De docent is vandaag afwezig.,The teacher is absent today.,,,,,,,,,,afwezige,,,false
mogelijk,possible,A2,adjective,Availability and practical descriptions,Is een afspraak morgen mogelijk?,Is an appointment possible tomorrow?,,,,,,,,,,mogelijke,,,false
onmogelijk,impossible,A2,adjective,Availability and practical descriptions,Vandaag komen is voor mij onmogelijk.,It is impossible for me to come today.,,,,,,,,,,onmogelijke,,,false
nodig,needed / necessary,A2,adjective,Availability and practical descriptions,Ik heb een nieuwe jas nodig.,I need a new coat.,,,,,,,,,,nodige,,,false
nuttig,useful,A2,adjective,Availability and practical descriptions,Dit boek is nuttig voor de cursus.,This book is useful for the course.,,,,,,,,,,nuttige,nuttiger,nuttigst,false
handig,handy / convenient,A2,adjective,Availability and practical descriptions,Deze tas is handig voor op reis.,This bag is handy for travelling.,,,,,,,,,,handige,handiger,handigst,false
onhandig,clumsy / inconvenient,A2,adjective,Availability and practical descriptions,Ik ben onhandig met gereedschap.,I am clumsy with tools.,,,,,,,,,,onhandige,onhandiger,onhandigst,false
duidelijk,clear,A2,adjective,Availability and practical descriptions,De uitleg is duidelijk.,The explanation is clear.,,,,,,,,,,duidelijke,duidelijker,duidelijkst,false
onduidelijk,unclear,A2,adjective,Availability and practical descriptions,Het adres op de brief is onduidelijk.,The address on the letter is unclear.,,,,,,,,,,onduidelijke,onduidelijker,onduidelijkst,false
zeker,certain,A2,adjective,Availability and practical descriptions,Ben je zeker van de datum?,Are you certain about the date?,,,,,,,,,,zekere,zekerder,zekerst,false
onzeker,uncertain / insecure,A2,adjective,Availability and practical descriptions,Ik ben onzeker over mijn uitspraak.,I am uncertain about my pronunciation.,,,,,,,,,,onzekere,onzekerder,onzekerst,false
juist,correct,A2,adjective,Availability and practical descriptions,Dit is het juiste antwoord.,This is the correct answer.,,,,,,,,,,juiste,,,false
verkeerd,wrong,A2,adjective,Availability and practical descriptions,We zitten in de verkeerde bus.,We are on the wrong bus.,,,,,,,,,,verkeerde,,,false
precies,precise / exact,A2,adjective,Availability and practical descriptions,Wat is het precieze adres?,What is the exact address?,,,,,,,,,,precieze,preciezer,preciest,false
compleet,complete,A2,adjective,Availability and practical descriptions,Mijn bestelling is niet compleet.,My order is not complete.,,,,,,,,,,complete,,,false
kapot,broken,A2,adjective,Availability and practical descriptions,Mijn telefoon is kapot.,My phone is broken.,,,,,,,,,,kapotte,,,false
geweldig,great / wonderful,A2,adjective,Availability and practical descriptions,We hebben een geweldige vakantie.,We are having a wonderful holiday.,,,,,,,,,,geweldige,geweldiger,geweldigst,false
openbaar,public,A2,adjective,Work and society,We reizen met het openbaar vervoer.,We travel by public transport.,,,,,,,,,,openbare,,,false
privé,private,A2,adjective,Work and society,Dit is mijn privénummer.,This is my private number.,"Written separately as an adjective or joined in compounds, for example privénummer.",,,,,,,,,privé,,,false
plaatselijk,local,A2,adjective,Work and society,De plaatselijke winkel verkoopt brood.,The local shop sells bread.,,,,,,,,,,plaatselijke,,,false
internationaal,international,A2,adjective,Work and society,Dit is een internationale school.,This is an international school.,,,,,,,,,,internationale,,,false
binnenlands,domestic (within a country),A2,adjective,Work and society,We boeken een binnenlandse vlucht.,We book a domestic flight.,,,,,,,,,,binnenlandse,,,false
buitenlands,foreign,A2,adjective,Work and society,Zij heeft een buitenlands diploma.,She has a foreign diploma.,,,,,,,,,,buitenlandse,,,false
vast,permanent / fixed,A2,adjective,Work and society,Ik heb nu een vast contract.,I now have a permanent contract.,,,,,,,,,,vaste,vaster,vastst,false
tijdelijk,temporary,A2,adjective,Work and society,Wij zoeken een tijdelijke woning.,We are looking for a temporary home.,,,,,,,,,,tijdelijke,,,false
dagelijks,daily,A2,adjective,Work and society,Een dagelijkse wandeling is fijn.,A daily walk is pleasant.,,,,,,,,,,dagelijkse,,,false
wekelijks,weekly,A2,adjective,Work and society,De wekelijkse markt is op vrijdag.,The weekly market is on Friday.,,,,,,,,,,wekelijkse,,,false
maandelijks,monthly,A2,adjective,Work and society,De maandelijkse huur is hoog.,The monthly rent is high.,,,,,,,,,,maandelijkse,,,false
jaarlijks,annual,A2,adjective,Work and society,Het jaarlijkse feest is in juni.,The annual party is in June.,,,,,,,,,,jaarlijkse,,,false
elektrisch,electric,A2,adjective,Work and society,Ik heb een elektrische fiets.,I have an electric bicycle.,,,,,,,,,,elektrische,,,false
digitaal,digital,A2,adjective,Work and society,U krijgt een digitaal kaartje.,You receive a digital ticket.,,,,,,,,,,digitale,,,false
automatisch,automatic,A2,adjective,Work and society,Deze deur is automatisch.,This door is automatic.,,,,,,,,,,automatische,,,false
geschikt,suitable,A2,adjective,Work and society,Deze film is geschikt voor kinderen.,This film is suitable for children.,,,,,,,,,,geschikte,geschikter,geschiktst,false
betaalbaar,affordable,A2,adjective,Work and society,We zoeken een betaalbaar hotel.,We are looking for an affordable hotel.,,,,,,,,,,betaalbare,betaalbaarder,betaalbaarst,false
geldig,valid,A2,adjective,Work and society,Mijn paspoort is nog geldig.,My passport is still valid.,,,,,,,,,,geldige,,,false
ongeldig,invalid,A2,adjective,Work and society,Dit kaartje is ongeldig.,This ticket is invalid.,,,,,,,,,,ongeldige,,,false
bereikbaar,reachable / accessible,A2,adjective,Work and society,Ik ben morgen telefonisch bereikbaar.,You can reach me by phone tomorrow.,,,,,,,,,,bereikbare,,,false
thuis,at home,A2,adverb,Location and direction,Ik werk vandaag thuis.,I am working at home today.,,,,,,,,,,,,,false
buiten,outside,A2,adverb,Location and direction,De kinderen spelen buiten.,The children are playing outside.,,,,,,,,,,,,,false
binnen,inside,A2,adverb,Location and direction,Kom maar binnen.,Come on in.,,,,,,,,,,,,,false
links,on the left,A2,adverb,Location and direction,De apotheek is links.,The pharmacy is on the left.,,,,,,,,,,,,,false
rechts,on the right,A2,adverb,Location and direction,Het station ligt rechts.,The station is on the right.,,,,,,,,,,,,,false
linksaf,to the left (turning),A2,adverb,Location and direction,Ga bij de brug linksaf.,Turn left at the bridge.,,,,,,,,,,,,,false
rechtsaf,to the right (turning),A2,adverb,Location and direction,Sla na de school rechtsaf.,Turn right after the school.,,,,,,,,,,,,,false
rechtdoor,straight ahead,A2,adverb,Location and direction,Loop nog honderd meter rechtdoor.,Walk straight ahead for another hundred metres.,,,,,,,,,,,,,false
omhoog,upwards,A2,adverb,Location and direction,Kijk even omhoog.,Look up for a moment.,,,,,,,,,,,,,false
omlaag,downwards,A2,adverb,Location and direction,De lift gaat omlaag.,The lift is going down.,,,,,,,,,,,,,false
vooruit,forwards,A2,adverb,Location and direction,Rijd een klein stukje vooruit.,Drive forwards a little.,,,,,,,,,,,,,false
achteruit,backwards,A2,adverb,Location and direction,De auto rijdt achteruit.,The car is reversing.,,,,,,,,,,,,,false
bovenaan,at the top,A2,adverb,Location and direction,Schrijf je naam bovenaan.,Write your name at the top.,,,,,,,,,,,,,false
onderaan,at the bottom,A2,adverb,Location and direction,De prijs staat onderaan.,The price is at the bottom.,,,,,,,,,,,,,false
ergens,somewhere,A2,adverb,Location and direction,Mijn sleutel ligt ergens in huis.,My key is somewhere in the house.,,,,,,,,,,,,,false
nergens,nowhere,A2,adverb,Location and direction,Ik kan mijn bril nergens vinden.,I cannot find my glasses anywhere.,,,,,,,,,,,,,false
overal,everywhere,A2,adverb,Location and direction,Er liggen overal boeken.,There are books everywhere.,,,,,,,,,,,,,false
onderweg,on the way,A2,adverb,Location and direction,We kopen onderweg brood.,We buy bread on the way.,,,,,,,,,,,,,false
terug,back,A2,adverb,Location and direction,Ik ben om zes uur terug.,I will be back at six.,,,,,,,,,,,,,false
heen,there / away (direction),A2,adverb,Location and direction,Waar gaan jullie heen?,Where are you going?,,,,,,,,,,,,,false
straks,later / in a little while,A2,adverb,Sequence and time,Ik bel je straks.,I will call you later.,,,,,,,,,,,,,false
meteen,immediately,A2,adverb,Sequence and time,Ik kom meteen.,I will come immediately.,,,,,,,,,,,,,false
binnenkort,soon,A2,adverb,Sequence and time,We gaan binnenkort verhuizen.,We are moving house soon.,,,,,,,,,,,,,false
gauw,soon / quickly,A2,adverb,Sequence and time,Tot gauw!,See you soon!,,,,,,,,,,,,,false
zojuist,just now,A2,adverb,Sequence and time,De bus is zojuist vertrokken.,The bus has just left.,,,,,,,,,,,,,false
pas,only just / not until,A2,adverb,Sequence and time,Ik ben pas thuis.,I have only just got home.,,,,,,,,,,,,,false
toen,then (in the past),A2,adverb,Sequence and time,Ik woonde toen nog bij mijn ouders.,I was still living with my parents then.,,,,,,,,,,,,,false
eerst,first / before anything else,A2,adverb,Sequence and time,"Eerst eten we, daarna gaan we weg.","First we eat, then we leave.",,,,,,,,,,,,,false
daarna,after that,A2,adverb,Sequence and time,We drinken koffie en daarna wandelen we.,We have coffee and then go for a walk.,,,,,,,,,,,,,false
daarvoor,before that,A2,adverb,Sequence and time,Ik woon nu hier; daarvoor woonde ik in een dorp.,I live here now; before that I lived in a village.,,,,,,,,,,,,,false
intussen,in the meantime,A2,adverb,Sequence and time,De soep kookt; intussen dek ik de tafel.,The soup is cooking; in the meantime I set the table.,,,,,,,,,,,,,false
ondertussen,meanwhile,A2,adverb,Sequence and time,Jij kookt en ik doe ondertussen de afwas.,You cook and I will do the washing-up meanwhile.,,,,,,,,,,,,,false
ten slotte,finally (last in a sequence),A2,adverb,Sequence and time,Ten slotte voegen we de kaas toe.,Finally we add the cheese.,Finally as the last step. Written as two words; tenslotte means after all.,,,,,,,,,,,,false
uiteindelijk,in the end,A2,adverb,Sequence and time,Uiteindelijk namen we de trein.,In the end we took the train.,,,,,,,,,,,,,false
sindsdien,since then,A2,adverb,Sequence and time,Ik ben verhuisd en fiets sindsdien naar mijn werk.,I moved and have cycled to work since then.,,,,,,,,,,,,,false
eergisteren,the day before yesterday,A2,adverb,Sequence and time,Eergisteren was ik ziek.,I was ill the day before yesterday.,,,,,,,,,,,,,false
overmorgen,the day after tomorrow,A2,adverb,Sequence and time,Overmorgen begint de cursus.,The course starts the day after tomorrow.,,,,,,,,,,,,,false
vanochtend,this morning,A2,adverb,Sequence and time,Vanochtend heb ik gefietst.,I cycled this morning.,,,,,,,,,,,,,false
vanmiddag,this afternoon,A2,adverb,Sequence and time,Vanmiddag ga ik naar de tandarts.,I am going to the dentist this afternoon.,,,,,,,,,,,,,false
vanavond,this evening,A2,adverb,Sequence and time,Vanavond eten we samen.,We are eating together this evening.,,,,,,,,,,,,,false
regelmatig,regularly,A2,adverb,Frequency and emphasis,Ik ga regelmatig naar de bibliotheek.,I regularly go to the library.,,,,,,,,,,,,,false
zelden,rarely,A2,adverb,Frequency and emphasis,Wij eten zelden buiten de deur.,We rarely eat out.,,,,,,,,,,,,,false
meestal,usually,A2,adverb,Frequency and emphasis,Meestal neem ik de fiets.,I usually take my bicycle.,,,,,,,,,,,,,false
ongeveer,approximately,A2,adverb,Frequency and emphasis,De reis duurt ongeveer een uur.,The journey takes about an hour.,,,,,,,,,,,,,false
helemaal,completely,A2,adverb,Frequency and emphasis,Mijn tas is helemaal leeg.,My bag is completely empty.,,,,,,,,,,,,,false
tamelijk,fairly,A2,adverb,Frequency and emphasis,Het is tamelijk koud vandaag.,It is fairly cold today.,,,,,,,,,,,,,false
behoorlijk,quite / considerably,A2,adverb,Frequency and emphasis,De trein is behoorlijk vol.,The train is quite full.,,,,,,,,,,,,,false
waarschijnlijk,probably,A2,adverb,Frequency and emphasis,Waarschijnlijk komt hij morgen.,He will probably come tomorrow.,,,,,,,,,,,,,false
natuurlijk,of course,A2,adverb,Frequency and emphasis,Natuurlijk mag je mee.,Of course you may come along.,,,,,,,,,,,,,false
helaas,unfortunately,A2,adverb,Frequency and emphasis,Helaas is de winkel al dicht.,Unfortunately the shop is already closed.,,,,,,,,,,,,,false
hopelijk,hopefully,A2,adverb,Frequency and emphasis,Hopelijk wordt het morgen droog.,Hopefully it will be dry tomorrow.,,,,,,,,,,,,,false
inderdaad,indeed,A2,adverb,Frequency and emphasis,Je hebt inderdaad gelijk.,You are indeed right.,,,,,,,,,,,,,false
eigenlijk,actually / really,A2,adverb,Frequency and emphasis,Hoe heet je eigenlijk?,"What is your name, actually?",,,,,,,,,,,,,false
vooral,especially,A2,adverb,Frequency and emphasis,"Ik eet graag fruit, vooral appels.","I like fruit, especially apples.",,,,,,,,,,,,,false
zelfs,even,A2,adverb,Frequency and emphasis,Zelfs mijn oma gebruikt deze app.,Even my grandma uses this app.,,,,,,,,,,,,,false
minstens,at least,A2,adverb,Frequency and emphasis,Kom minstens tien minuten eerder.,Come at least ten minutes earlier.,,,,,,,,,,,,,false
hoogstens,at most,A2,adverb,Frequency and emphasis,Er passen hoogstens vier mensen in.,At most four people fit inside.,,,,,,,,,,,,,false
slechts,only / just,A2,adverb,Frequency and emphasis,Het duurt slechts vijf minuten.,It takes only five minutes.,,,,,,,,,,,,,false
telkens,each time / repeatedly,A2,adverb,Frequency and emphasis,De deur valt telkens dicht.,The door keeps falling shut.,,,,,,,,,,,,,false
steeds,continually / increasingly,A2,adverb,Frequency and emphasis,Ik begrijp steeds meer Nederlands.,I understand more and more Dutch.,,,,,,,,,,,,,false
even,briefly / for a moment,A2,adverb,Conversational words,Wacht even op mij.,Wait a moment for me.,,,,,,,,,,,,,false
toch,still / after all,A2,adverb,Conversational words,"Het regent, maar we gaan toch.","It is raining, but we are going anyway.",,,,,,,,,,,,,false
eens,once / sometime,A2,adverb,Conversational words,Kom eens bij ons eten.,Come and eat with us sometime.,,,,,,,,,,,,,false
nauwelijks,hardly,A2,adverb,Conversational words,Ik hoor je nauwelijks.,I can hardly hear you.,,,,,,,,,,,,,false
bijvoorbeeld,for example,A2,adverb,Conversational words,"Neem fruit mee, bijvoorbeeld een appel.","Take some fruit, for example an apple.",,,,,,,,,,,,,false
toevallig,by chance,A2,adverb,Conversational words,Ik zag haar toevallig in de trein.,I happened to see her on the train.,,,,,,,,,,,,,false
apart,separately,A2,adverb,Conversational words,We willen graag apart betalen.,We would like to pay separately.,,,,,,,,,,,,,false
hardop,aloud,A2,adverb,Conversational words,Lees de zin hardop.,Read the sentence aloud.,,,,,,,,,,,,,false
vooraf,beforehand,A2,adverb,Conversational words,Je moet vooraf reserveren.,You have to book beforehand.,,,,,,,,,,,,,false
achteraf,afterwards,A2,adverb,Conversational words,Achteraf betaal je bij de kassa.,You pay at the till afterwards.,,,,,,,,,,,,,false
iemand,someone,A2,pronoun,People and quantities,Er staat iemand bij de deur.,There is someone at the door.,,,,,,,,,,,,,false
niemand,nobody,A2,pronoun,People and quantities,Er is niemand thuis.,There is nobody at home.,,,,,,,,,,,,,false
iedereen,everyone,A2,pronoun,People and quantities,Iedereen mag meedoen.,Everyone may join in.,,,,,,,,,,,,,false
alles,everything,A2,pronoun,People and quantities,Heb je alles bij je?,Do you have everything with you?,,,,,,,,,,,,,false
elk,each / every,A2,pronoun,People and quantities,Elk kind krijgt een boek.,Each child gets a book.,Use elk before a singular het-word and elke before a de-word.,,,,,,,,,,,,false
ieder,each / every,A2,pronoun,People and quantities,Ieder mens is anders.,Every person is different.,Use ieder before a singular het-word and iedere before a de-word.,,,,,,,,,,,,false
sommige,some,A2,pronoun,People and quantities,Sommige winkels zijn op zondag dicht.,Some shops are closed on Sundays.,Indefinite determiner before plural nouns. When referring independently to people: sommigen.,,,,,,,,,,,,false
ander,other / another,A2,pronoun,People and quantities,Ik zoek een andere maat.,I am looking for a different size.,Base form; attributive inflection: andere.,,,,,,,,,,,,false
elkaar,each other,A2,pronoun,People and quantities,We helpen elkaar met het huiswerk.,We help each other with the homework.,,,,,,,,,,,,,false
zichzelf,himself / herself / itself,A2,pronoun,People and quantities,Hij kijkt naar zichzelf in de spiegel.,He looks at himself in the mirror.,Reflexive form for third person; other persons use forms such as mezelf and jezelf.,,,,,,,,,,,,false
zoiets,something like that,A2,pronoun,People and quantities,Ik zoek zoiets voor mijn kamer.,I am looking for something like that for my room.,,,,,,,,,,,,,false
men,one / people (impersonal),A2,pronoun,People and quantities,Hier spreekt men Nederlands.,Dutch is spoken here.,,,,,,,,,,,,,false
degene,the one / the person,A2,pronoun,People and quantities,"Degene die klaar is, mag gaan.",The person who has finished may leave.,,,,,,,,,,,,,false
hetzelfde,the same,A2,pronoun,People and quantities,Ik wil hetzelfde als jij.,I want the same as you.,Use hetzelfde with het-words or independently; dezelfde with de-words and plurals. One headword only.,,,,,,,,,,,,false
zulk,such / of that kind,A2,pronoun,People and quantities,Ik lees graag zulke boeken.,I like reading books of that kind.,Base form. Common plural use: zulke boeken. Zo'n is common before singular count nouns.,,,,,,,,,,,,false
tot,until / up to,A2,preposition,Time and relationships,Ik werk tot vijf uur.,I work until five.,,,,,,,,,,,,,false
tijdens,during,A2,preposition,Time and relationships,Tijdens de les staat mijn telefoon uit.,My phone is off during class.,,,,,,,,,,,,,false
sinds,since,A2,preposition,Time and relationships,Ik woon hier sinds januari.,I have lived here since January.,,,,,,,,,,,,,false
vanaf,from (starting point),A2,preposition,Time and relationships,De winkel is vanaf negen uur open.,The shop is open from nine.,,,,,,,,,,,,,false
door,through / by,A2,preposition,Time and relationships,We lopen door het park.,We walk through the park.,,,,,,,,,,,,,false
over,about / over,A2,preposition,Time and relationships,We praten over onze vakantie.,We talk about our holiday.,,,,,,,,,,,,,false
tegen,against / towards,A2,preposition,Time and relationships,De fiets staat tegen de muur.,The bicycle is leaning against the wall.,,,,,,,,,,,,,false
langs,along / past,A2,preposition,Time and relationships,We wandelen langs de rivier.,We walk along the river.,,,,,,,,,,,,,false
tussen,between,A2,preposition,Time and relationships,De bank staat tussen twee kasten.,The sofa is between two cupboards.,,,,,,,,,,,,,false
tegenover,opposite,A2,preposition,Time and relationships,De apotheek is tegenover het station.,The pharmacy is opposite the station.,,,,,,,,,,,,,false
rondom,around,A2,preposition,Time and relationships,Er staan bomen rondom het huis.,There are trees around the house.,,,,,,,,,,,,,false
ondanks,despite,A2,preposition,Time and relationships,Ondanks de regen gaan we wandelen.,Despite the rain we are going for a walk.,,,,,,,,,,,,,false
volgens,according to,A2,preposition,Time and relationships,Volgens de app komt de bus zo.,"According to the app, the bus will be here soon.",,,,,,,,,,,,,false
behalve,except,A2,preposition,Time and relationships,Iedereen komt behalve mijn broer.,Everyone is coming except my brother.,,,,,,,,,,,,,false
per,per / by,A2,preposition,Time and relationships,Het kost tien euro per maand.,It costs ten euros per month.,,,,,,,,,,,,,false
terwijl,while,A2,conjunction,Connecting sentences,Ik lees terwijl jij kookt.,I read while you cook.,,,,,,,,,,,,,false
voordat,before,A2,conjunction,Connecting sentences,Was je handen voordat je eet.,Wash your hands before you eat.,,,,,,,,,,,,,false
nadat,after,A2,conjunction,Connecting sentences,We gaan wandelen nadat we hebben gegeten.,We will go for a walk after we have eaten.,,,,,,,,,,,,,false
zodra,as soon as,A2,conjunction,Connecting sentences,Bel me zodra je thuis bent.,Call me as soon as you are home.,,,,,,,,,,,,,false
totdat,until,A2,conjunction,Connecting sentences,Wacht hier totdat de bus komt.,Wait here until the bus comes.,,,,,,,,,,,,,false
hoewel,although,A2,conjunction,Connecting sentences,Ik ga werken hoewel ik moe ben.,I am going to work although I am tired.,,,,,,,,,,,,,false
zodat,so that,A2,conjunction,Connecting sentences,Ik schrijf het op zodat ik het niet vergeet.,I write it down so that I do not forget it.,,,,,,,,,,,,,false
dus,so / therefore,A2,conjunction,Connecting sentences,"Het regent, dus ik neem een paraplu.","It is raining, so I am taking an umbrella.",,,,,,,,,,,,,false
daarom,therefore / that is why,A2,adverb,Giving reasons,Ik ben ziek en daarom blijf ik thuis.,I am ill and that is why I am staying home.,,,,,,,,,,,,,false
anders,otherwise / differently,A2,adverb,Giving reasons,"Vertrek nu, anders mis je de trein.","Leave now, otherwise you will miss the train.",,,,,,,,,,,,,false
geen probleem,no problem,A2,expression,Useful conversation,"Geen probleem, ik help je graag.","No problem, I am happy to help.",,,,,,,,,,,,,false
graag gedaan,you are welcome,A2,expression,Useful conversation,Bedankt voor je hulp! Graag gedaan.,Thanks for your help! You are welcome.,"Fixed response to thanks, not counted as an inflected form of doen.",,,,,,,,,,,,false
dat klopt,that is correct,A2,expression,Useful conversation,"Dat klopt, de les begint om negen uur.","That is correct, the lesson starts at nine.",,,,,,,,,,,,,false
dat geeft niet,that does not matter,A2,expression,Useful conversation,"Dat geeft niet, we hebben nog tijd.","That does not matter, we still have time.",,,,,,,,,,,,,false
