dutch,english,cefr_level,word_type,topic,example_dutch,example_english,notes,tags,article,plural,diminutive,regularity,separable,auxiliary,past_participle,inflected,comparative,superlative,is_sample
ontbijten,"to breakfast, have breakfast",B1,verb,Actions and processes,We hebben nauwelijks genoeg tijd om te ontbijten.,We've hardly got time to have breakfast.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/ontbijten#Dutch. Example: Dorenda (Dutch, https://tatoeba.org/en/sentences/show/418803) and sundown (English, https://tatoeba.org/en/sentences/show/10345189); CC BY 2.0 FR.",B1;production,,,,irregular,false,hebben,ontbeten,,,,false
ontstaan,"to arise, to come into being",B1,verb,Actions and processes,We weten niet wanneer deze wereld ontstaan is.,We don't know when this world came into being.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/ontstaan#Dutch. Example: martinod (Dutch, https://tatoeba.org/en/sentences/show/731045) and CM (English, https://tatoeba.org/en/sentences/show/58277); CC BY 2.0 FR.",B1;production,,,,irregular,false,hebben,ontstaan,,,,false
ontwijken,"dodge, avoid",B1,verb,Actions and processes,"Ontwijk mij en ik zal volgen, volg mij en ik zal u ontwijken.",Avoid me and I will follow; follow me and I will avoid you.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/ontwijken#Dutch. Example: martinod (Dutch, https://tatoeba.org/en/sentences/show/910481) and BraveSentry (English, https://tatoeba.org/en/sentences/show/2328959); CC BY 2.0 FR.",B1;production,,,,irregular,false,hebben,ontweken,,,,false
opdagen,"to show up, to appear",B1,verb,Actions and processes,Ik vroeg me af of je vandaag zou komen opdagen.,I was wondering if you were going to show up today.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/opdagen#Dutch. Example: Dorenda (Dutch, https://tatoeba.org/en/sentences/show/378728) and CK (English, https://tatoeba.org/en/sentences/show/1464); CC BY 2.0 FR.",B1;production,,,,regular,true,hebben,opgedaagd,,,,false
opkomen,to stand up for,B1,verb,Actions and processes,We moeten voor onze rechten opkomen.,We must stand up for our rights.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/opkomen#Dutch. Example: pimmhogeling (Dutch, https://tatoeba.org/en/sentences/show/1475004) and CK (English, https://tatoeba.org/en/sentences/show/248825); CC BY 2.0 FR.",B1;production,,,,irregular,true,zijn,opgekomen,,,,false
oplopen,"to incur, to receive or suffer",B1,verb,Actions and processes,De drie anderen liepen lichtere verwondingen op.,The three others incurred lighter injuries.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/oplopen#Dutch. Example from the same Wiktionary entry (CC BY-SA 4.0).",B1;production,,,,irregular,true,hebben,opgelopen,,,,false
opstarten,to start up,B1,verb,Actions and processes,Ik kan mijn computer niet opstarten. Wat moet ik doen?,I can't start up my computer. What am I supposed to do?,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/opstarten#Dutch. Example: Raizin (Dutch, https://tatoeba.org/en/sentences/show/5965684) and Zifre (English, https://tatoeba.org/en/sentences/show/38613); CC BY 2.0 FR.",B1;production,,,,regular,true,hebben,opgestart,,,,false
opvolgen,"to follow up, keep track",B1,verb,Actions and processes,Je moet alleen maar zijn advies opvolgen.,All that you have to do is to follow his advice.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/opvolgen#Dutch. Example: Elsofie (Dutch, https://tatoeba.org/en/sentences/show/8567132) and CK (English, https://tatoeba.org/en/sentences/show/15813); CC BY 2.0 FR.",B1;production,,,,regular,true,hebben,opgevolgd,,,,false
opzeggen,to terminate a contract,B1,verb,Actions and processes,Ik wil mijn huur opzeggen.,I want to terminate my lease.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/opzeggen#Dutch. Example: megamanenm (Dutch, https://tatoeba.org/en/sentences/show/11538847) and megamanenm (English, https://tatoeba.org/en/sentences/show/11538850); CC BY 2.0 FR.",B1;production,,,,regular,true,hebben,opgezegd,,,,false
overdrijven,"to exaggerate, to overstate",B1,verb,Actions and processes,Tom heeft de neiging te overdrijven.,Tom has a tendency to exaggerate.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/overdrijven#Dutch. Example: PaulP (Dutch, https://tatoeba.org/en/sentences/show/2337678) and CK (English, https://tatoeba.org/en/sentences/show/1025452); CC BY 2.0 FR.",B1;production,,,,irregular,false,hebben,overdreven,,,,false
overeenkomen,to correspond to,B1,verb,Actions and processes,De resultaten van het experiment komen overeen met de voorspellingen van de theorie.,The results of the experiment correspond to the predictions of the theory.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/overeenkomen#Dutch. Example from the same Wiktionary entry (CC BY-SA 4.0).",B1;production,,,,irregular,true,hebben,overeengekomen,,,,false
overhalen,"to talk over, talk into, persuade",B1,verb,Actions and processes,Ze kan hem niet overhalen om voor haar een nieuwe auto te kopen.,She cannot persuade him to buy her a new car.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/overhalen#Dutch. Example: Citrine (Dutch, https://tatoeba.org/en/sentences/show/1479019) and Eldad (English, https://tatoeba.org/en/sentences/show/1435586); CC BY 2.0 FR.",B1;production,,,,regular,true,hebben,overgehaald,,,,false
overleven,to survive,B1,verb,Actions and processes,Ik denk niet dat ik de woestijn zou kunnen overleven.,I don't think I can survive the desert.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/overleven#Dutch. Example: doemaar14 (Dutch, https://tatoeba.org/en/sentences/show/13698863) and mervert1 (English, https://tatoeba.org/en/sentences/show/13686639); CC BY 2.0 FR.",B1;production,,,,regular,false,hebben,overleefd,,,,false
overwinnen,"surmount, get over",B1,verb,Actions and processes,Ze hielp hem zijn slechte humeur te overwinnen.,She helped him get over his bad mood.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/overwinnen#Dutch. Example: Elsofie (Dutch, https://tatoeba.org/en/sentences/show/8323198) and CK (English, https://tatoeba.org/en/sentences/show/388343); CC BY 2.0 FR.",B1;production,,,,irregular,false,hebben,overwonnen,,,,false
protesteren,"to protest, to demonstrate",B1,verb,Actions and processes,Ik begon te protesteren.,I began to protest.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/protesteren#Dutch. Example: MarijnKp (Dutch, https://tatoeba.org/en/sentences/show/8175714) and Hybrid (English, https://tatoeba.org/en/sentences/show/5644496); CC BY 2.0 FR.",B1;production,,,,regular,false,hebben,geprotesteerd,,,,false
raden,to guess,B1,verb,Actions and processes,Ook al kan je waarschijnlijk raden wat er gaande is.,Although you can probably guess what's happening.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/raden#Dutch. Example: LaraCroft (Dutch, https://tatoeba.org/en/sentences/show/698884) and papabear (English, https://tatoeba.org/en/sentences/show/697769); CC BY 2.0 FR.",B1;production,,,,regular,false,hebben,geraden,,,,false
raken,to hit,B1,verb,Actions and processes,Misschien hebben ze je met de elleboog geraakt of iets dergelijks?,Maybe they hit you with the elbow or something like that?,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/raken#Dutch. Example: Nylez (Dutch, https://tatoeba.org/en/sentences/show/9996401) and SunnyMoon (English, https://tatoeba.org/en/sentences/show/11174099); CC BY 2.0 FR.",B1;production,,,,regular,false,hebben,geraakt,,,,false
redden,"to save, rescue",B1,verb,Actions and processes,Zou jij de brandweer bellen om een ​​mier te redden?,Would you call the fire brigade to save an ant?,"Often reflexive: use the appropriate reflexive pronoun for the intended meaning. Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/redden#Dutch. Example: carlosalberto (Dutch, https://tatoeba.org/en/sentences/show/12190772) and carlosalberto (English, https://tatoeba.org/en/sentences/show/12190742); CC BY 2.0 FR.",B1;production,,,,regular,false,hebben,gered,,,,false
riskeren,to risk,B1,verb,Actions and processes,"Hiromi heeft besloten bungee-jumping te riskeren, ofschoon hij bang was.","Hiromi decided to risk bungee-jumping, even though he was scared.","Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/riskeren#Dutch. Example: Mandalay (Dutch, https://tatoeba.org/en/sentences/show/6106691) and CN (English, https://tatoeba.org/en/sentences/show/34448); CC BY 2.0 FR.",B1;production,,,,regular,false,hebben,geriskeerd,,,,false
schaden,"to damage, to harm, to hurt",B1,verb,Actions and processes,Ze vreesden dat het geschil de economie zou schaden.,They feared that the dispute would hurt the economy.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/schaden#Dutch. Example: Micsmithel (Dutch, https://tatoeba.org/en/sentences/show/7041619) and Source_VOA (English, https://tatoeba.org/en/sentences/show/802693); CC BY 2.0 FR.",B1;production,,,,regular,false,hebben,geschaad,,,,false
scheppen,"to scoop, to shovel",B1,verb,Actions and processes,Kan je voor het dessert het ijs in kommetjes scheppen?,Can you scoop the ice cream into bowls for dessert?,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/scheppen#Dutch. Example: megamanenm (Dutch, https://tatoeba.org/en/sentences/show/11563088) and megamanenm (English, https://tatoeba.org/en/sentences/show/11563087); CC BY 2.0 FR.",B1;production,,,,regular,false,hebben,geschept,,,,false
scoren,to score,B1,verb,Actions and processes,Wie zal er vanavond als eerste scoren?,Who will score the first goal tonight?,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/scoren#Dutch. Example: doemaar14 (Dutch, https://tatoeba.org/en/sentences/show/12316828) and Balamax (English, https://tatoeba.org/en/sentences/show/1405638); CC BY 2.0 FR.",B1;production,,,,regular,false,hebben,gescoord,,,,false
splitsen,split,B1,verb,Actions and processes,Laten we de rekening splitsen.,Let's split the bill.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/splitsen#Dutch. Example: Mandalay (Dutch, https://tatoeba.org/en/sentences/show/6066291) and momomonkey (English, https://tatoeba.org/en/sentences/show/502357); CC BY 2.0 FR.",B1;production,,,,regular,false,hebben,gesplitst,,,,false
staken,"to strike, go on a strike",B1,verb,Actions and processes,We hebben het recht om te staken.,We have the right to strike.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/staken#Dutch. Example: carlosalberto (Dutch, https://tatoeba.org/en/sentences/show/11632634) and carlosalberto (English, https://tatoeba.org/en/sentences/show/11632625); CC BY 2.0 FR.",B1;production,,,,regular,false,hebben,gestaakt,,,,false
starten,"to start, begin",B1,verb,Actions and processes,Je zou jouw eigen bedrijf kunnen starten.,You could start your own company.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/starten#Dutch. Example: Lublin (Dutch, https://tatoeba.org/en/sentences/show/2350205) and Spamster (English, https://tatoeba.org/en/sentences/show/1864466); CC BY 2.0 FR.",B1;production,,,,regular,false,hebben,gestart,,,,false
stellen,"to state, to put forward",B1,verb,Actions and processes,Ik stelde voor om de vergadering uit te stellen.,I suggested that the meeting be put off.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/stellen#Dutch. Example: Raizin (Dutch, https://tatoeba.org/en/sentences/show/4509230) and CK (English, https://tatoeba.org/en/sentences/show/254262); CC BY 2.0 FR.",B1;production,,,,regular,false,hebben,gesteld,,,,false
stilstaan,"to realise, to pay attention",B1,verb,Actions and processes,Daar heb ik niet bij stilgestaan.,I did not pay attention to that.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/stilstaan#Dutch. Example from the same Wiktionary entry (CC BY-SA 4.0).",B1;production,,,,irregular,true,hebben,stilgestaan,,,,false
storen,"to disturb, to bother",B1,verb,Actions and processes,Ik zal proberen je niet te storen bij het leren.,I'll do my best not to disturb your studying.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/storen#Dutch. Example: Dorenda (Dutch, https://tatoeba.org/en/sentences/show/377494) and djinni74 (English, https://tatoeba.org/en/sentences/show/1304); CC BY 2.0 FR.",B1;production,,,,regular,false,hebben,gestoord,,,,false
teleurstellen,to disappoint,B1,verb,Actions and processes,Ik wil Tom echt niet teleurstellen.,I really don't want to disappoint Tom.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/teleurstellen#Dutch. Example: sdfke1 (Dutch, https://tatoeba.org/en/sentences/show/5460888) and CK (English, https://tatoeba.org/en/sentences/show/2025878); CC BY 2.0 FR.",B1;production,,,,regular,true,hebben,teleurgesteld,,,,false
terechtkomen,"to end up, wind up",B1,verb,Actions and processes,Een loper kan nooit op een veld met een andere kleur terechtkomen.,A bishop can never end up on an opposite-coloured square.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/terechtkomen#Dutch. Example: megamanenm (Dutch, https://tatoeba.org/en/sentences/show/11535495) and megamanenm (English, https://tatoeba.org/en/sentences/show/11535498); CC BY 2.0 FR.",B1;production,,,,irregular,true,zijn,terechtgekomen,,,,false
terugtrekken,"to withdraw, to pull back",B1,verb,Actions and processes,Turkije moet zijn soldaten uit Cyprus terugtrekken.,Turkey must withdraw its troops from Cyprus.,"Often reflexive: use the appropriate reflexive pronoun for the intended meaning. Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/terugtrekken#Dutch. Example: PaulP (Dutch, https://tatoeba.org/en/sentences/show/13875341) and janTuki (English, https://tatoeba.org/en/sentences/show/11491909); CC BY 2.0 FR.",B1;production,,,,irregular,true,hebben,teruggetrokken,,,,false
thuisblijven,to stay at home,B1,verb,Actions and processes,Bij slecht weer blijven we liever thuis.,In bad weather we prefer to stay at home.,,B1;production,,,,irregular,true,zijn,thuisgebleven,,,,false
thuiskomen,to arrive home,B1,verb,Actions and processes,Laat weten wanneer je thuiskomt.,Let us know when you get home.,,B1;production,,,,irregular,true,zijn,thuisgekomen,,,,false
toelaten,"to allow, tolerate",B1,verb,Actions and processes,Ik wist dat Tom ons zou toelaten om dat te doen.,I know that Tom would allow us to do that.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/toelaten#Dutch. Example: megamanenm (Dutch, https://tatoeba.org/en/sentences/show/9752038) and CK (English, https://tatoeba.org/en/sentences/show/7513785); CC BY 2.0 FR.",B1;production,,,,irregular,true,hebben,toegelaten,,,,false
troosten,"to comfort, console, solace",B1,verb,Actions and processes,Dat zeg je alleen maar om me te troosten!,You're just saying this to comfort me!,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/troosten#Dutch. Example: megamanenm (Dutch, https://tatoeba.org/en/sentences/show/11018843) and megamanenm (English, https://tatoeba.org/en/sentences/show/11018841); CC BY 2.0 FR.",B1;production,,,,regular,false,hebben,getroost,,,,false
