dutch,english,cefr_level,word_type,topic,example_dutch,example_english,notes,tags,article,plural,diminutive,regularity,separable,auxiliary,past_participle,inflected,comparative,superlative,is_sample
doorwerken,to continue working,B2,verb,Actions and processes,Hij weet dat hij moet doorwerken.,He knows he's got to keep working.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/doorwerken#Dutch. Example: CaspieChi (Dutch, https://tatoeba.org/en/sentences/show/12635104) and CH (English, https://tatoeba.org/en/sentences/show/7394877); CC BY 2.0 FR.",B2;production,,,,regular,true,hebben,doorgewerkt,,,,false
doorzoeken,to search through,B2,verb,Actions and processes,We gaan de boot volledig doorzoeken.,We're going to search the whole ship.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/doorzoeken#Dutch. Example: Micsmithel (Dutch, https://tatoeba.org/en/sentences/show/8365894) and CK (English, https://tatoeba.org/en/sentences/show/1963144); CC BY 2.0 FR.",B2;production,,,,irregular,false,hebben,doorzocht,,,,false
doven,to extinguish; to die down,B2,verb,Actions and processes,Doof de kaarsen voordat je weggaat.,Extinguish the candles before you leave.,,B2;production,,,,regular,false,hebben,gedoofd,,,,false
dreigen,to threaten,B2,verb,Actions and processes,Door de vertraging dreigen we de aansluiting te missen.,"Because of the delay, we risk missing our connection.",,B2;production,,,,regular,false,hebben,gedreigd,,,,false
drijven,to float,B2,verb,Actions and processes,Olie zal op water drijven.,Oil will float on water.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/drijven#Dutch. Example: megamanenm (Dutch, https://tatoeba.org/en/sentences/show/3120170) and CK (English, https://tatoeba.org/en/sentences/show/324266); CC BY 2.0 FR.",B2;production,,,,irregular,false,hebben,gedreven,,,,false
dringen,to push forward; to press,B2,verb,Actions and processes,Bij de ingang proberen mensen naar voren te dringen.,"At the entrance, people are trying to push forward.",,B2;production,,,,irregular,false,hebben,gedrongen,,,,false
duiken,to dive,B2,verb,Actions and processes,Het is niet verantwoord om in ijskoud water te duiken.,It is not responsible to dive into ice-cold water.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/duiken#Dutch. Example: Tom9358 (Dutch, https://tatoeba.org/en/sentences/show/13659265) and Tom9358 (English, https://tatoeba.org/en/sentences/show/13659266); CC BY 2.0 FR.",B2;production,,,,irregular,false,hebben,gedoken,,,,false
duimen,to keep one's fingers crossed,B2,verb,Actions and processes,Ik zal voor je duimen.,I'll keep my fingers crossed for you.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/duimen#Dutch. Example: Dorenda (Dutch, https://tatoeba.org/en/sentences/show/623687) and Sanaseppo (English, https://tatoeba.org/en/sentences/show/3457707); CC BY 2.0 FR.",B2;production,,,,regular,false,hebben,geduimd,,,,false
dumpen,to dump; to discard,B2,verb,Actions and processes,Je mag hier geen afval dumpen.,You may not dump waste here.,,B2;production,,,,regular,false,hebben,gedumpt,,,,false
durven,"to dare, to not be afraid",B2,verb,Actions and processes,Dat zou ik nooit durven doen.,I'd never dare to do that.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/durven#Dutch. Example: megamanenm (Dutch, https://tatoeba.org/en/sentences/show/9714310) and megamanenm (English, https://tatoeba.org/en/sentences/show/9714311); CC BY 2.0 FR.",B2;production,,,,regular,false,hebben,gedurfd,,,,false
eren,to honour,B2,verb,Actions and processes,Tijdens de ceremonie eren we de vrijwilligers.,During the ceremony we honour the volunteers.,,B2;production,,,,regular,false,hebben,geëerd,,,,false
erven,to inherit,B2,verb,Actions and processes,Zij heeft het huis van haar tante geërfd.,She inherited the house from her aunt.,,B2;production,,,,regular,false,hebben,geërfd,,,,false
evacueren,"to evacuate, to empty out",B2,verb,Actions and processes,We moeten evacueren. Er komt een tornado aan.,We have to evacuate. A tornado's coming.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/evacueren#Dutch. Example: Elsofie (Dutch, https://tatoeba.org/en/sentences/show/8265941) and mailohilohi (English, https://tatoeba.org/en/sentences/show/5953518); CC BY 2.0 FR.",B2;production,,,,regular,false,hebben,geëvacueerd,,,,false
executeren,to execute a sentence; to put to death,B2,verb,Actions and processes,In dat land worden geen gevangenen meer geëxecuteerd.,Prisoners are no longer executed in that country.,,B2;production,,,,regular,false,hebben,geëxecuteerd,,,,false
experimenteren,to experiment,B2,verb,Actions and processes,Ik vind het leuk om te experimenteren.,I like to experiment.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/experimenteren#Dutch. Example: doemaar14 (Dutch, https://tatoeba.org/en/sentences/show/10313955) and Hybrid (English, https://tatoeba.org/en/sentences/show/3361114); CC BY 2.0 FR.",B2;production,,,,regular,false,hebben,geëxperimenteerd,,,,false
flirten,to flirt,B2,verb,Actions and processes,Wat moet ik doen als een klant met me probeert te flirten?,What should I do if a customer tries to flirt with me?,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/flirten#Dutch. Example: Suzanne (Dutch, https://tatoeba.org/en/sentences/show/6558801) and Hybrid (English, https://tatoeba.org/en/sentences/show/6558731); CC BY 2.0 FR.",B2;production,,,,regular,false,hebben,geflirt,,,,false
fluiten,to whistle,B2,verb,Actions and processes,Hij fluit een melodie terwijl hij werkt.,He whistles a tune while he works.,,B2;production,,,,irregular,false,hebben,gefloten,,,,false
focussen,to focus,B2,verb,Actions and processes,Ik wil me op de toekomst focussen.,I want to focus on the future.,"Often reflexive: use the appropriate reflexive pronoun for the intended meaning. Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/focussen#Dutch. Example: Elsofie (Dutch, https://tatoeba.org/en/sentences/show/8495163) and CK (English, https://tatoeba.org/en/sentences/show/5193534); CC BY 2.0 FR.",B2;production,,,,regular,false,hebben,gefocust,,,,false
gebruikmaken,to make use,B2,verb,Actions and processes,Ik zal van deze gelegenheid gebruikmaken.,I'll make use of this opportunity.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/gebruikmaken#Dutch. Example: megamanenm (Dutch, https://tatoeba.org/en/sentences/show/11520976) and CK (English, https://tatoeba.org/en/sentences/show/7422903); CC BY 2.0 FR.",B2;production,,,,regular,true,hebben,gebruikgemaakt,,,,false
gehoorzamen,to obey,B2,verb,Actions and processes,Het is onze plicht om de wet altijd te gehoorzamen.,It's our duty to always obey the law.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/gehoorzamen#Dutch. Example: LaraCroft (Dutch, https://tatoeba.org/en/sentences/show/699036) and CK (English, https://tatoeba.org/en/sentences/show/696746); CC BY 2.0 FR.",B2;production,,,,regular,false,hebben,gehoorzaamd,,,,false
geuren,to smell fragrant,B2,verb,Actions and processes,De bloemen geuren sterk in de avond.,The flowers have a strong fragrance in the evening.,,B2;production,,,,regular,false,hebben,gegeurd,,,,false
glijden,to slide; to slip,B2,verb,Actions and processes,Het boek gleed van de tafel.,The book slid off the table.,,B2;production,,,,irregular,false,hebben / zijn,gegleden,,,,false
glimlachen,to smile,B2,verb,Actions and processes,Tom is er eindelijk in geslaagd om Mary te doen glimlachen.,Tom finally managed to make Mary smile.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/glimlachen#Dutch. Example: megamanenm (Dutch, https://tatoeba.org/en/sentences/show/9123176) and CK (English, https://tatoeba.org/en/sentences/show/9122893); CC BY 2.0 FR.",B2;production,,,,regular,false,hebben,geglimlacht,,,,false
golfen,to play golf,B2,verb,Actions and processes,Ik heb geen zin om te golfen.,I don't want to play golf.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/golfen#Dutch. Example: sdfke1 (Dutch, https://tatoeba.org/en/sentences/show/5460728) and CK (English, https://tatoeba.org/en/sentences/show/5218425); CC BY 2.0 FR.",B2;production,,,,regular,false,hebben,gegolft,,,,false
graven,to dig physically,B2,verb,Actions and processes,Heb je iets om mee te graven?,Do you have anything to dig with?,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/graven#Dutch. Example: megamanenm (Dutch, https://tatoeba.org/en/sentences/show/10773428) and megamanenm (English, https://tatoeba.org/en/sentences/show/10773427); CC BY 2.0 FR.",B2;production,,,,irregular,false,hebben,gegraven,,,,false
grijpen,to grab,B2,verb,Actions and processes,"Als iemand verstoppertje wil spelen, moet die mijn vinger grijpen.","If anyone wants to play hide-and-seek, they should grab my finger.","Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/grijpen#Dutch. Example: megamanenm (Dutch, https://tatoeba.org/en/sentences/show/12343693) and terrywallwork (English, https://tatoeba.org/en/sentences/show/10315745); CC BY 2.0 FR.",B2;production,,,,irregular,false,hebben,gegrepen,,,,false
haasten,"to hasten, to hurry, make haste",B2,verb,Actions and processes,We hebben genoeg tijd. We hoeven ons niet te haasten.,We have plenty of time. There's no need to hurry.,"Often reflexive: use the appropriate reflexive pronoun for the intended meaning. Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/haasten#Dutch. Example: doemaar14 (Dutch, https://tatoeba.org/en/sentences/show/10365310) and CK (English, https://tatoeba.org/en/sentences/show/10365296); CC BY 2.0 FR.",B2;production,,,,regular,false,hebben,gehaast,,,,false
hanteren,to handle; to apply,B2,verb,Actions and processes,Alle afdelingen hanteren dezelfde regels.,All departments apply the same rules.,,B2;production,,,,regular,false,hebben,gehanteerd,,,,false
haten,to hate,B2,verb,Actions and processes,Ik haat het om mensen te laten wachten.,I hate keeping people waiting.,,B2;production,,,,regular,false,hebben,gehaat,,,,false
hechten,to stitch; to attach importance to,B2,verb,Actions and processes,De arts moest de wond hechten.,The doctor had to stitch the wound.,,B2;production,,,,regular,false,hebben,gehecht,,,,false
heersen,to prevail,B2,verb,Actions and processes,In de kamer voor hem heerste een onbeschrijfelijke wanorde.,An indescribable chaos prevailed in the room before him.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/heersen#Dutch. Example from the same Wiktionary entry (CC BY-SA 4.0).",B2;production,,,,regular,false,hebben,geheerst,,,,false
heffen,"to raise, lift, heave",B2,verb,Actions and processes,Laten we het glas heffen voor de heer des huizes!,Let's raise our glasses for the master of the house!,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/heffen#Dutch. Example: MarijnKp (Dutch, https://tatoeba.org/en/sentences/show/8739034) and zalaim (English, https://tatoeba.org/en/sentences/show/2437357); CC BY 2.0 FR.",B2;production,,,,irregular,false,hebben,geheven,,,,false
hoeven,"to need to, to have to",B2,verb,Actions and processes,Tom zou alles doen om dat niet te hoeven doen.,Tom would do anything to not have to do that.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/hoeven#Dutch. Example: megamanenm (Dutch, https://tatoeba.org/en/sentences/show/10752877) and CK (English, https://tatoeba.org/en/sentences/show/9858844); CC BY 2.0 FR.",B2;production,,,,regular,false,hebben,gehoeven,,,,false
importeren,to import,B2,verb,Actions and processes,Japan moet het grootste deel van zijn grondstoffen importeren.,Japan has to import most of its raw materials.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/importeren#Dutch. Example: Dorenda (Dutch, https://tatoeba.org/en/sentences/show/403181) and CK (English, https://tatoeba.org/en/sentences/show/281524); CC BY 2.0 FR.",B2;production,,,,regular,false,hebben,geïmporteerd,,,,false
incasseren,"to bear, endure",B2,verb,Actions and processes,Hij incasseerde meerdere harde klappen.,He endured multiple hard punches.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/incasseren#Dutch. Example from the same Wiktionary entry (CC BY-SA 4.0).",B2;production,,,,regular,false,hebben,geïncasseerd,,,,false
inkopen,to buy supplies,B2,verb,Actions and processes,Het restaurant koopt groenten bij lokale boeren in.,The restaurant buys vegetables from local farmers.,Often reflexive: use the appropriate reflexive pronoun for the intended meaning.,B2;production,,,,irregular,true,hebben,ingekocht,,,,false
inschatten,"to assess, to evaluate",B2,verb,Actions and processes,Jonge medewerkers van de supermarkt leren hoe ze moeten inschatten of een klant expres iets niet scant of per ongeluk.,Young supermarket employees learn how to assess whether a customer is deliberately not scanning something or accidentally.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/inschatten#Dutch. Example: kiryopi (Dutch, https://tatoeba.org/en/sentences/show/12784085) and kiryopi (English, https://tatoeba.org/en/sentences/show/12784086); CC BY 2.0 FR.",B2;production,,,,regular,true,hebben,ingeschat,,,,false
inspireren,to inspire,B2,verb,Actions and processes,Haar verhaal heeft me geïnspireerd om verder te studeren.,Her story inspired me to continue studying.,,B2;production,,,,regular,false,hebben,geïnspireerd,,,,false
instorten,to collapse,B2,verb,Actions and processes,Deze muren gaan instorten.,These walls are about to collapse.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/instorten#Dutch. Example: meshbags (Dutch, https://tatoeba.org/en/sentences/show/10575369) and CK (English, https://tatoeba.org/en/sentences/show/10511114); CC BY 2.0 FR.",B2;production,,,,regular,true,zijn,ingestort,,,,false
integreren,"to integrate, to assimilate",B2,verb,Actions and processes,Ze weigeren te integreren in de samenleving.,They refuse to integrate into society.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/integreren#Dutch. Example: MarijnKp (Dutch, https://tatoeba.org/en/sentences/show/10014911) and mailohilohi (English, https://tatoeba.org/en/sentences/show/6045794); CC BY 2.0 FR.",B2;production,,,,regular,false,hebben,geïntegreerd,,,,false
intimideren,to intimidate,B2,verb,Actions and processes,Tom probeerde Mary te intimideren.,Tom tried to intimidate Mary.,"Definition adapted from Wiktionary contributors, CC BY-SA 4.0: https://en.wiktionary.org/wiki/intimideren#Dutch. Example: kredability (Dutch, https://tatoeba.org/en/sentences/show/3970213) and CK (English, https://tatoeba.org/en/sentences/show/3956439); CC BY 2.0 FR.",B2;production,,,,regular,false,hebben,geïntimideerd,,,,false
kalmeren,to calm; to calm down,B2,verb,Actions and processes,Een korte wandeling helpt me te kalmeren.,A short walk helps me calm down.,,B2;production,,,,regular,false,hebben,gekalmeerd,,,,false
